,Symbol,Company Name,CMP
465,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,109
466,KSCL.NS,Kaveri Seed Company Limited,707.8499756
467,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,714
468,HFCL.NS,HFCL Limited,46.15000153
469,DHANUKA.NS,Dhanuka Agritech Limited,942.25
470,INOXLEISUR.NS,INOX Leisure Limited,316.9500122
471,BORORENEW.NS,BOROSIL RENEWABLES LIMITED,276.2000122
472,DCBBANK.NS,DCB Bank Limited,104.1999969
473,ICRA.NS,ICRA Limited,3233.149902
474,MTARTECH.NS,Mtar Technologies Limited,1027.550049
475,KSB.NS,Ksb Limited,1014.700012
476,TCNSBRANDS.NS,TCNS Clothing Co. Limited,540.0999756
477,CCL.NS,CCL Products (India) Limited,371.1499939
478,MASTEK.NS,Mastek Limited,1929.25
479,CAPLIPOINT.NS,Caplin Point Laboratories Limited,598.0499878
480,ALLCARGO.NS,Allcargo Logistics Limited,133.8000031
481,CHALET.NS,Chalet Hotels Limited,187.4499969
482,CRAFTSMAN.NS,Craftsman Automation Limited,1784.349976
483,EQUITAS.NS,Equitas Holdings Limited,90.25
484,GET&D.NS,GE T&D India Limited,132.6000061
485,MAGMA.NS,Magma Fincorp Limited,157.5500031
486,MEGH.NS,Meghmani Organics Limited,
487,GREAVESCOT.NS,Greaves Cotton Limited,128
488,JSLHISAR.NS,Jindal Stainless (Hisar) Limited,176.3500061
489,GAEL.NS,Gujarat Ambuja Exports Limited,164
490,LEMONTREE.NS,Lemon Tree Hotels Limited,42.95000076
491,MAHLIFE.NS,Mahindra Lifespace Developers Limited,565.7999878
492,NILKAMAL.NS,Nilkamal Limited,2486.350098
493,SURYODAY.NS,Suryoday Small Finance Bank Limited,224.5500031
494,NOCIL.NS,NOCIL Limited,208.3999939
495,ASHOKA.NS,Ashoka Buildcon Limited,93.55000305
496,MHRIL.NS,Mahindra Holidays & Resorts India Limited,257.8500061
497,SAREGAMA.NS,Saregama India Limited,2501.800049
498,TTML.NS,Tata Teleservices (Maharashtra) Limited,18
499,ESABINDIA.NS,Esab India Limited,1812
500,UFLEX.NS,UFLEX Limited,440.1000061
501,SHILPAMED.NS,Shilpa Medicare Limited,550.7999878
502,ORIENTREF.NS,Orient Refractories Limited,310.5
503,POLYPLEX.NS,Polyplex Corporation Limited,1127.849976
504,JAMNAAUTO.NS,Jamna Auto Industries Limited,80.5
505,JKTYRE.NS,JK Tyre & Industries Limited,133.75
506,NEULANDLAB.NS,Neuland Laboratories Limited,2130
507,NFL.NS,National Fertilizers Limited,68.15000153
508,INDOCO.NS,Indoco Remedies Limited,392.4500122
509,ALEMBICLTD.NS,Alembic Limited,126.3000031
510,ICIL.NS,Indo Count Industries Limited,154.0500031
511,SHARDACROP.NS,Sharda Cropchem Limited,356.2999878
512,TATAMETALI.NS,Tata Metaliks Limited,1064.25
513,BSE.NS,BSE Limited,930.6500244
514,UJJIVAN.NS,Ujjivan Financial Services Limited,215.6999969
515,JKPAPER.NS,JK Paper Limited,162.6499939
516,GPIL.NS,Godawari Power And Ispat limited,967.1500244
517,GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,407.0499878
518,HERANBA.NS,Heranba Industries Limited,758
519,LAOPALA.NS,La Opala RG Limited,282.5499878
520,RUPA.NS,Rupa & Company Limited,479.3999939
521,RAYMOND.NS,Raymond Limited,395.7999878
522,MINDACORP.NS,Minda Corporation Limited,135.9499969
523,HCG.NS,Healthcare Global Enterprises Limited,182.1499939
524,ANGELBRKG.NS,Angel Broking Limited,795.3499756
525,JINDALSAW.NS,Jindal Saw Limited,114.4000015
526,KIRLOSENG.NS,Kirloskar Oil Engines Limited,228.75
527,SHOPERSTOP.NS,Shoppers Stop Limited,239.1999969
528,DEN.NS,Den Networks Limited,52.84999847
529,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,297
530,BEPL.NS,Bhansali Engineering Polymers Limited,175.9499969
531,FRETAIL.NS,Future Retail Limited,52.5
532,PTC.NS,PTC India Limited,91.84999847
533,HIL.NS,HIL Limited,4708.450195
534,IFCI.NS,IFCI Limited,13.05000019
535,RELIGARE.NS,Religare Enterprises Limited,118.6999969
536,GREENLAM.NS,Greenlam Industries Limited,1257.650024
537,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,123.1999969
538,EASEMYTRIP.NS,Easy Trip Planners Limited,374.4500122
539,TATACOFFEE.NS,Tata Coffee Limited,176.6999969
540,JPPOWER.NS,Jaiprakash Power Ventures Limited,3.849999905
541,RAMCOIND.NS,Ramco Industries Limited,271.2000122
542,GDL.NS,Gateway Distriparks Limited,306.8500061
543,BALMLAWRIE.NS,Balmer Lawrie & Company Limited,137.1999969
544,MATRIMONY.NS,Matrimony.Com Limited,896.3499756
545,VENKEYS.NS,Venky's (India) Limited,2704.100098
546,UNICHEMLAB.NS,Unichem Laboratories Limited,329
547,GHCL.NS,GHCL Limited,267
548,INGERRAND.NS,Ingersoll Rand (India) Limited,952.0499878
549,SUVIDHAA.NS,Suvidhaa Infoserve Limited,22.64999962
550,GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,185.6999969
551,HUHTAMAKI.NS,Huhtamaki India Limited,303.3500061
552,REPCOHOME.NS,Repco Home Finance Limited,373.7999878
553,MSTCLTD.NS,Mstc Limited,257.5
554,VRLLOG.NS,VRL Logistics Limited,260
555,GREENPLY.NS,Greenply Industries Limited,196.6000061
556,JTEKTINDIA.NS,Jtekt India Limited,108.3000031
557,MARKSANS.NS,Marksans Pharma Limited,72.59999847
558,TRIVENI.NS,Triveni Engineering & Industries Limited,152.1000061
559,ATFL.NS,Agro Tech Foods Limited,984.3499756
560,SUBROS.NS,Subros Limited,340
561,NEOGEN.NS,Neogen Chemicals Limited,897.3499756
562,AHLUCONT.NS,Ahluwalia Contracts (India) Limited,317.1000061
563,ORIENTCEM.NS,Orient Cement Limited,137.25
564,SUBEXLTD.NS,Subex Limited,59.04999924
565,JBMA.NS,JBM Auto Limited,420.9500122
566,BANARISUG.NS,Bannari Amman Sugars Limited,1747.150024
567,NEWGEN.NS,Newgen Software Technologies Limited,421.9500122
568,BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,419.5499878
569,TCI.NS,Transport Corporation of India Limited,439.8500061
570,OAL.NS,Oriental Aromatics Limited,810.2999878
571,ASTEC.NS,Astec LifeSciences Limited,1385.25
572,GREENPANEL.NS,Greenpanel Industries Limited,244.6000061
573,SHIL.NS,Somany Home Innovation Limited,319.8500061
574,NIITLTD.NS,NIIT Limited,197.8999939
575,EVEREADY.NS,Eveready Industries India Limited,328.8500061
576,VESUVIUS.NS,Vesuvius India Limited,1095.300049
577,RENUKA.NS,Shree Renuka Sugars Limited,15.60000038
578,HGINFRA.NS,H.G. Infra Engineering Limited,409.1000061
579,GEPIL.NS,GE Power India Limited,292.2000122
580,BOROLTD.NS,Borosil Limited,224.8000031
581,KIRLOSBROS.NS,Kirloskar Brothers Limited,429.4500122
582,KTKBANK.NS,The Karnataka Bank Limited,63.59999847
583,SURYAROSNI.NS,Surya Roshni Limited,498.3500061
584,DAAWAT.NS,LT Foods Limited,77.19999695
585,MAYURUNIQ.NS,Mayur Uniquoters Ltd,467.7000122
586,THOMASCOOK.NS,Thomas Cook  (India)  Limited,65.25
587,MAHSEAMLES.NS,Maharashtra Seamless Limited,289
588,NAVNETEDUL.NS,Navneet Education Limited,86.34999847
589,DFMFOODS.NS,DFM Foods Limited,396.6499939
590,J&KBANK.NS,The Jammu & Kashmir Bank Limited,29.54999924
591,APARINDS.NS,Apar Industries Limited,547.5999756
592,SOMANYCERA.NS,Somany Ceramics Limited,462.6000061
593,CAMLINFINE.NS,Camlin Fine Sciences Limited,180.3000031
594,ADFFOODS.NS,ADF Foods Limited,1005.450012
595,OLECTRA.NS,Olectra Greentech Limited,172.9499969
596,SHRIPISTON.NS,Shriram Pistons & Rings Limited,776.9000244
597,HIKAL.NS,Hikal Limited,421.6000061
598,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,73.44999695
599,ACE.NS,Action Construction Equipment Limited,164.8500061
600,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,1679.900024
601,HSCL.NS,Himadri Speciality Chemical Limited,51.70000076
602,PDSMFL.NS,PDS Multinational Fashions Limited,918.0999756
603,KOLTEPATIL.NS,Kolte - Patil Developers Limited,225.3000031
604,PFOCUS.NS,Prime Focus Limited,62
605,DCAL.NS,Dishman Carbogen Amcis Limited,211
606,ARVIND.NS,Arvind Limited,79.09999847
607,DISHTV.NS,Dish TV India Limited,15.25
608,JPASSOCIAT.NS,Jaiprakash Associates Limited,8.800000191
609,TINPLATE.NS,The Tinplate Company of India Limited,204.1999969
610,SAGCEM.NS,Sagar Cements Limited,867.9000244
611,RKFORGE.NS,Ramkrishna Forgings Limited,644.2000122
612,PSPPROJECT.NS,PSP Projects Limited,418.9500122
613,PURVA.NS,Puravankara Limited,91.5
614,AMRUTANJAN.NS,Amrutanjan Health Care Limited,695.25
615,JAGRAN.NS,Jagran Prakashan Limited,59.25
616,INEOSSTYRO.NS,INEOS Styrolution India Limited,1389.949951
617,HESTERBIO.NS,Hester Biosciences Limited,2697.25
618,RAMCOSYS.NS,Ramco Systems Limited,557.25
619,WELENT.NS,Welspun Enterprises Limited,117.9000015
620,ANANTRAJ.NS,Anant Raj Limited,63.09999847
621,AUTOAXLES.NS,Automotive Axles Limited,1355.949951
622,WSTCSTPAPR.NS,West Coast Paper Mills Limited,233.6000061
623,SWARAJENG.NS,Swaraj Engines Limited,1538.25
624,TVTODAY.NS,TV Today Network Limited,314.0499878
625,SHK.NS,S H Kelkar and Company Limited,158.3500061
626,DBCORP.NS,D.B.Corp Limited,94
627,MAITHANALL.NS,Maithan Alloys Limited,846.3499756
628,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,331.6000061
629,WABAG.NS,VA Tech Wabag Limited,281.2000122
630,VSTTILLERS.NS,V.S.T Tillers Tractors Limited,2256.949951
631,INOXWIND.NS,Inox Wind Limited,87.25
632,DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,326.8999939
633,JAICORPLTD.NS,Jai Corp Limited,116.6500015
634,SARDAEN.NS,Sarda Energy & Minerals Limited,533.5
635,TIDEWATER.NS,Tide Water Oil Company (India) Limited,12109.5
636,LUMAXIND.NS,Lumax Industries Limited,1632.800049
637,SOUTHBANK.NS,The South Indian Bank Limited,10.30000019
638,CHEMCON.NS,Chemcon Speciality Chemicals Limited,480
639,STOVEKRAFT.NS,Stove Kraft Limited,602.75
640,CHENNPETRO.NS,Chennai Petroleum Corporation Limited,133.6999969
641,GABRIEL.NS,Gabriel India Limited,127.75
642,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,2903.5
643,TEJASNET.NS,Tejas Networks Limited,178.3000031
644,FILATEX.NS,Filatex India Limited,97.80000305
645,JKIL.NS,J.Kumar Infraprojects Limited,182.6000061
646,BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,82.59999847
647,MOREPENLAB.NS,Morepen Laboratories Limited,59.09999847
648,HMT.NS,HMT Limited,31.5
649,HIMATSEIDE.NS,Himatsingka Seide Limited,169.25
650,IIFLSEC.NS,IIFL Securities Limited,75
651,KIRIINDUS.NS,Kiri Industries Limited,516.0999756
652,NUCLEUS.NS,Nucleus Software Exports Limited,603.9500122
653,KSL.NS,Kalyani Steels Limited,368.5499878
654,DIAMONDYD.NS,Prataap Snacks Limited,621.7999878
655,SOTL.NS,Savita Oil Technologies Limited,1257.800049
656,ARVINDFASN.NS,Arvind Fashions Limited,147.9499969
657,CAPACITE.NS,Capacit'e Infraprojects Limited,206.1999969
658,TIMETECHNO.NS,Time Technoplast Limited,86.25
659,HERITGFOOD.NS,Heritage Foods Limited,377.3999939
660,RSYSTEMS.NS,R Systems International Limited,135.3999939
661,TVSSRICHAK.NS,TVS Srichakra Limited,1992.800049
662,SAFARI.NS,Safari Industries (India) Limited,680.7000122
663,ASHIANA.NS,Ashiana Housing Limited,138.9499969
664,GTPL.NS,GTPL Hathway Limited,163.5
665,ITDCEM.NS,ITD Cementation India Limited,83.44999695
666,SASKEN.NS,Sasken Technologies Limited,974.5499878
667,DOLLAR.NS,Dollar Industries Limited,334.1000061
668,APOLLOPIPE.NS,Apollo Pipes Limited,1048.699951
669,INDIAGLYCO.NS,India Glycols Limited,524
670,GANECOS.NS,Ganesha Ecosphere Limited,558.0999756
671,HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,105.1999969
672,ACCELYA.NS,Accelya Solutions India Limited,1019.25
673,PRAKASH.NS,Prakash Industries Limited,81.65000153
674,IGPL.NS,IG Petrochemicals Limited,581.4000244
675,PCJEWELLER.NS,PC Jeweller Limited,27.54999924
676,JMCPROJECT.NS,JMC Projects (India)  Limited,111.4000015
677,RTNPOWER.NS,RattanIndia Power Limited,3.599999905
678,GATI.NS,GATI Limited,123.1999969
679,OMAXE.NS,Omaxe Limited,83.40000153
680,GENUSPOWER.NS,Genus Power Infrastructures Limited,50.59999847
681,SANDHAR.NS,Sandhar Technologies Limited,239.25
682,PSB.NS,Punjab & Sind Bank,20.5
683,JSWISPL.NS,JSW Ispat Special Products Limited,61.70000076
684,NBVENTURES.NS,Nava Bharat Ventures Limited,89.59999847
685,CONFIPET.NS,Confidence Petroleum India Limited,63.09999847
686,IMFA.NS,Indian Metals & Ferro Alloys Limited,450.5
687,RPOWER.NS,Reliance Power Limited,9.5
688,HCC.NS,Hindustan Construction Company Limited,10.64999962
689,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,322.4500122
690,CARERATING.NS,CARE Ratings Limited,569.3499756
691,3IINFOTECH.NS,3i Infotech Limited,8.949999809
692,KIRLOSIND.NS,Kirloskar Industries Limited,1845.199951
693,GEOJITFSL.NS,Geojit Financial Services Limited,67
694,QUICKHEAL.NS,Quick Heal Technologies Limited,227.6999969
695,MMFL.NS,MM Forgings Limited,484.0499878
696,FCONSUMER.NS,Future Consumer Limited,7.800000191
697,MTNL.NS,Mahanagar Telephone Nigam Limited,21.5
698,CENTRUM.NS,Centrum Capital Limited,37.34999847
699,MUKANDLTD.NS,Mukand Limited,120.25
700,SHARDAMOTR.NS,Sharda Motor Industries Limited,413.5499878
701,PFS.NS,PTC India Financial Services Limited,21.10000038
702,DIGISPICE.NS,DiGiSPICE Technologies Limited,52.5
703,SUNDARMHLD.NS,Sundaram Finance Holdings Limited,76.30000305
704,GIPCL.NS,Gujarat Industries Power Company Limited,81.94999695
705,DPSCLTD.NS,DPSC Limited,12.80000019
706,IFGLEXPOR.NS,IFGL Refractories Limited,359.75
707,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,81
708,COSMOFILMS.NS,Cosmo Films Limited,789.9500122
709,ASTRAMICRO.NS,Astra Microwave Products Limited,130.1499939
710,NXTDIGITAL.NS,NXTDIGITAL LIMITED,501.7999878
711,SEAMECLTD.NS,Seamec Limited,476
712,VOLTAMP.NS,Voltamp Transformers Limited,1195.650024
713,LUMAXTECH.NS,Lumax Auto Technologies Limited,145.6000061
714,BODALCHEM.NS,Bodal Chemicals Limited,103.1500015
715,PANACEABIO.NS,Panacea Biotec Limited,400.9500122
716,MOLDTKPAC.NS,Mold-Tek Packaging Limited,502.5499878
717,SSWL.NS,Steel Strips Wheels Limited,759.4000244
718,WHEELS.NS,Wheels India Limited,630.1500244
719,SHALBY.NS,Shalby Limited,172.9499969
720,WONDERLA.NS,Wonderla Holidays Limited,210.1000061
721,JETAIRWAYS.NS,Jet Airways (India) Limited,104.3000031
722,ELECTCAST.NS,Electrosteel Castings Limited,32.70000076
723,GOCLCORP.NS,GOCL Corporation Limited,241.0500031
724,KCP.NS,KCP Limited,108.6500015
725,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,1104.849976
726,SADBHAV.NS,Sadbhav Engineering Limited,69.65000153
727,KKCL.NS,Kewal Kiran Clothing Limited,903.7000122
728,SANGHIIND.NS,Sanghi Industries Limited,48.90000153
729,YAARII.NS,Yaarii Digital Integrated Services Limited,
730,VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,210.75
731,EXCELINDUS.NS,Excel Industries Limited,1133.900024
732,NRBBEARING.NS,NRB Bearing Limited,121.9000015
733,SMSPHARMA.NS,SMS Pharmaceuticals Limited,162.8500061
734,OPTIEMUS.NS,Optiemus Infracom Limited,136.3000031
735,DREDGECORP.NS,Dredging Corporation of India Limited,393.3999939
736,BFINVEST.NS,BF Investment Limited,320.5
737,MANINFRA.NS,Man Infraconstruction Limited,54.34999847
738,GALLISPAT.NS,Gallantt Ispat Limited,46.34999847
739,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,177
740,MANALIPETC.NS,Manali Petrochemicals Limited,80.69999695
741,BLISSGVS.NS,Bliss GVS Pharma Limited,111.1500015
742,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,152.4499969
743,USHAMART.NS,Usha Martin Limited,50.34999847
744,INDORAMA.NS,Indo Rama Synthetics (India) Limited,52.70000076
745,BANCOINDIA.NS,Banco Products (I) Limited,162.4499969
746,KESORAMIND.NS,Kesoram Industries Limited,81.59999847
747,GTLINFRA.NS,GTL Infrastructure Limited,1.149999976
748,HSIL.NS,HSIL Limited,231.1000061
749,BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,791.0499878
750,FLFL.NS,Future Lifestyle Fashions Limited,64.05000305
751,INSECTICID.NS,Insecticides (India) Limited,551.5
752,SHANTIGEAR.NS,Shanthi Gears Limited,149.5
753,FAIRCHEMOR.NS,Fairchem Organics Limited,924.0499878
754,ESTER.NS,Ester Industries Limited,140.0500031
755,VINDHYATEL.NS,Vindhya Telelinks Limited,1064.849976
756,HONDAPOWER.NS,Honda India Power Products Limited,1074.75
757,JINDWORLD.NS,Jindal Worldwide Limited,52.70000076
758,TIIL.NS,Technocraft Industries (India) Limited,474.1499939
759,LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,329.9500122
760,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,837
761,BLS.NS,BLS International Services Limited,127.4000015
762,SHANKARA.NS,Shankara Building Products Limited,456.9500122
763,PRABHAT.NS,Prabhat Dairy Limited,
764,APCOTEXIND.NS,Apcotex Industries Limited,327.4500122
765,BFUTILITIE.NS,BF Utilities Limited,309.8500061
766,HBLPOWER.NS,HBL Power Systems Limited,44.59999847
767,RELINFRA.NS,Reliance Infrastructure Limited,66.55000305
768,ONMOBILE.NS,OnMobile Global Limited,122.8499985
769,OCCL.NS,Oriental Carbon & Chemicals Limited,1128.400024
770,GLOBUSSPR.NS,Globus Spirits Limited,334.3999939
771,JISLJALEQS.NS,Jain Irrigation Systems Limited,23
772,ASHAPURMIN.NS,Ashapura Minechem Limited,148.8999939
773,SUVEN.NS,Suven Life Sciences Limited,93
774,RPSGVENT.NS,RPSG VENTURES LIMITED,430.2000122
775,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,69.65000153
776,GUFICBIO.NS,Gufic Biosciences Limited,189.1999969
777,PARAGMILK.NS,Parag Milk Foods Limited,139.6999969
778,CIGNITITEC.NS,Cigniti Technologies Limited,458.5
779,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,81.15000153
780,EKC.NS,Everest Kanto Cylinder Limited,104.75
781,PANAMAPET.NS,Panama Petrochem Limited,212.3999939
782,TIRUMALCHM.NS,Thirumalai Chemicals Limited,136.5500031
783,SIYSIL.NS,Siyaram Silk Mills Limited,317.7000122
784,ANDHRAPAP.NS,ANDHRA PAPER LIMITED,242.1499939
785,PNBGILTS.NS,PNB Gilts Limited,89.90000153
786,ARSHIYA.NS,Arshiya Limited,28.79999924
787,SIRCA.NS,Sirca Paints India Limited,370.2999878
788,POWERMECH.NS,Power Mech Projects Limited,627.3499756
789,CLNINDIA.NS,Clariant Chemicals (India) Limited,499.7999878
790,IGARASHI.NS,Igarashi Motors India Limited,430.5499878
791,TARC.NS,Anant Raj Global Limited,29.04999924
792,MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,84.75
793,PRICOLLTD.NS,Pricol Limited,83.69999695
794,IMPAL.NS,India Motor Parts and Accessories Limited,667.4000244
795,RANEHOLDIN.NS,Rane Holdings Limited,578.0499878
796,SHAREINDIA.NS,Share India Securities Limited,471
797,MPSLTD.NS,MPS Limited,539.5499878
798,INDNIPPON.NS,India Nippon Electricals Limited,359.8999939
799,INDIANHUME.NS,Indian Hume Pipe Company Limited,228.0500031
800,MAXVIL.NS,Max Ventures and Industries Limited,73.94999695
801,ACRYSIL.NS,Acrysil Limited,548.4000244
802,POKARNA.NS,Pokarna Limited,340.6499939
803,SATIA.NS,Satia Industries Limited,86.5
804,RADIOCITY.NS,Music Broadcast Limited,25.75
805,MARINE.NS,Marine Electricals (India) Limited,75.55000305
806,SRIPIPES.NS,Srikalahasthi Pipes Limited,189.1999969
807,THANGAMAYL.NS,Thangamayil Jewellery Limited,807.0999756
808,GFLLIMITED.NS,GFL Limited,81.90000153
809,RAJRATAN.NS,Rajratan Global Wire Limited,1098.349976
810,PGEL.NS,PG Electroplast Limited,434.2000122
811,ANDHRSUGAR.NS,The Andhra Sugars Limited,423.4500122
812,VISAKAIND.NS,Visaka Industries Limited,663.8499756
813,SMCGLOBAL.NS,SMC Global Securities Limited,74.25
814,NCLIND.NS,NCL Industries Limited,207.0500031
815,GMBREW.NS,GM Breweries Limited,492.7000122
816,ASALCBR.NS,Associated Alcohols & Breweries Ltd.,437.6499939
817,APTECHT.NS,Aptech Limited,211.3999939
818,GOLDIAM.NS,Goldiam International Limited,415.6499939
819,EMAMIPAP.NS,Emami Paper Mills Limited,
820,MANGLMCEM.NS,Mangalam Cement Limited,305.6499939
821,KARDA.NS,Karda Constructions Limited,188.0500031
822,NACLIND.NS,NACL Industries Limited,56.45000076
823,SNOWMAN.NS,Snowman Logistics Limited,57.09999847
824,FIEMIND.NS,Fiem Industries Limited,673
825,GNA.NS,GNA Axles Limited,441.3500061
826,FOSECOIND.NS,Foseco India Limited,1412.75
827,FCL.NS,Fineotex Chemical Limited,90.25
828,XCHANGING.NS,Xchanging Solutions Limited,74.34999847
829,TEXRAIL.NS,Texmaco Rail & Engineering Limited,32.54999924
830,EIHAHOTELS.NS,EIH Associated Hotels Limited,310.8500061
831,ELECON.NS,Elecon Engineering Company Limited,123.9499969
832,KINGFA.NS,Kingfa Science & Technology (India) Limited,969
833,AARTISURF.NS,Aarti Surfactants Limited,1419.150024
834,RTNINFRA.NS,RattanIndia Infrastructure Limited,
835,STERTOOLS.NS,Sterling Tools Limited,202.8000031
836,BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,11.69999981
837,TTKHLTCARE.NS,TTK Healthcare Limited,681.4500122
838,KELLTONTEC.NS,Kellton Tech Solutions Limited,75.44999695
839,ENIL.NS,Entertainment Network (India) Limited,176.4499969
840,SADBHIN.NS,Sadbhav Infrastructure Project Limited,22.45000076
841,BHAGERIA.NS,Bhageria Industries Limited,199.6999969
842,KICL.NS,Kalyani Investment Company Limited,1701.949951
843,AVTNPL.NS,AVT Natural Products Limited,64.05000305
844,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,136.6999969
845,AWHCL.NS,Antony Waste Handling Cell Limited,340.3500061
846,DCW.NS,DCW Limited,36.59999847
847,DATAMATICS.NS,Datamatics Global Services Limited,142.3500061
848,JAYNECOIND.NS,Jayaswal Neco Industries Limited,19.54999924
849,TAKE.NS,Take Solutions Limited,66
850,KITEX.NS,Kitex Garments Limited,114.1999969
851,SMLISUZU.NS,SML Isuzu Limited,460.25
852,APEX.NS,Apex Frozen Foods Limited,277.5
853,VADILALIND.NS,Vadilal Industries Limited,1005.849976
854,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,54.84999847
855,RPGLIFE.NS,RPG Life Sciences Limited,441.75
856,5PAISA.NS,5Paisa Capital Limited,387.8500061
857,SPENCERS.NS,Spencer's Retail Limited,75.15000153
858,BBL.NS,Bharat Bijlee Limited,1263.650024
859,WENDT.NS,Wendt (India) Limited,3861.300049
860,LIKHITHA.NS,Likhitha Infrastructure Limited,398.3999939
861,CEREBRAINT.NS,Cerebra Integrated Technologies Limited,50.75
862,GICHSGFIN.NS,GIC Housing Finance Limited,143.3999939
863,SKIPPER.NS,Skipper Limited,63.54999924
864,GRAVITA.NS,Gravita India Limited,101.9499969
865,RBL.NS,Rane Brake Lining Limited,876.9500122
866,CANTABIL.NS,Cantabil Retail India Limited,396.5
867,ZENTEC.NS,Zen Technologies Limited,71.75
868,TIPSINDLTD.NS,TIPS Industries Limited,855.5999756
869,MUTHOOTCAP.NS,Muthoot Capital Services Limited,434.0499878
870,NURECA.NS,Nureca Limited,1526.75
871,DYNAMATECH.NS,Dynamatic Technologies Limited,1465.699951
872,PLASTIBLEN.NS,Plastiblends India Limited,243.1499939
873,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,45.40000153
874,UNIENTER.NS,Uniphos Enterprises Limited,122.9000015
875,DYNPRO.NS,Dynemic Products Limited,515.6500244
876,ALICON.NS,Alicon Castalloy Limited,556.75
877,KUANTUM.NS,Kuantum Papers Limited,70.59999847
878,DBREALTY.NS,D B Realty Limited,21.10000038
879,SUMMITSEC.NS,Summit Securities Limited,598.9500122
880,ANUP.NS,The Anup Engineering Limited,924.2000122
881,DECCANCE.NS,Deccan Cements Limited,497.5499878
882,DWARKESH.NS,Dwarikesh Sugar Industries Limited,56.45000076
883,BALAJITELE.NS,Balaji Telefilms Limited,67.19999695
884,HARITASEAT.NS,Harita Seating Systems Limited,
885,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,424.8500061
886,KABRAEXTRU.NS,Kabra Extrusion Technik Limited,193.8000031
887,VSSL.NS,Vardhman Special Steels Limited,203.3000031
888,VHL.NS,Vardhman Holdings Limited,2509.050049
889,NELCAST.NS,Nelcast Limited,79.84999847
890,MUNJALSHOW.NS,Munjal Showa Limited,155.3000031
891,RGL.NS,Renaissance Global Limited,510.8500061
892,CENTENKA.NS,Century Enka Limited,404.6000061
893,KOKUYOCMLN.NS,Kokuyo Camlin Limited,65.75
894,RIIL.NS,Reliance Industrial Infrastructure Limited,463.7000122
895,MIRZAINT.NS,Mirza International Limited,54.40000153
896,PATELENG.NS,Patel Engineering Limited,14.85000038
897,NSIL.NS,Nalwa Sons Investments Limited,1781.599976
898,EXPLEOSOL.NS,Expleo Solutions Limited,597.2999878
899,MUNJALAU.NS,Munjal Auto Industries Limited,64.75
900,RAMKY.NS,Ramky Infrastructure Limited,85.44999695
901,APCL.NS,Anjani Portland Cement Limited,316
902,UNIDT.NS,United Drilling Tools Limited,322.6499939
903,TWL.NS,Titagarh Wagons Limited,56.04999924
904,GAYAPROJ.NS,Gayatri Projects Limited,35.65000153
905,EBIXFOREX.NS,EBIXCASH WORLD MONEY INDIA LIMITED,668.0999756
906,SHALPAINTS.NS,Shalimar Paints Limited,116.0999985
907,BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED,624.7999878
908,ORIENTPPR.NS,Orient Paper & Industries Limited,27.79999924
909,ARMANFIN.NS,Arman Financial Services Limited,621.6500244
910,RML.NS,Rane (Madras) Limited,368.2999878
911,AMBIKCO.NS,Ambika Cotton Mills Limited,1292.449951
912,SALASAR.NS,Salasar Techno Engineering Limited,631.2999878
913,TFCILTD.NS,Tourism Finance Corporation of India Limited,67.69999695
914,JAYBARMARU.NS,Jay Bharat Maruti Limited,380.25
915,INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,89.25
916,DHFL.NS,Dewan Housing Finance Corporation Limited,18.04999924
917,SANDESH.NS,The Sandesh Limited,805.0499878
918,CENTUM.NS,Centum Electronics Limited,420.9500122
919,SUULD.NS,Suumaya Industries Limited,59.29999924
